,a
0,0.40691876
1,0.21946695
2,0.11517751
3,0.0760038
4,0.04581658
5,0.031021163
6,0.021259114
7,0.018061189
8,0.014239383
9,0.013373435
10,0.011575481
11,0.0106275575
12,0.0103761535
13,0.009589954
14,0.008271979
15,0.0073326947
16,0.0065767732
17,0.0062151346
18,0.0061420337
19,0.0059622456
20,0.0055291504
21,0.0053415867
22,0.00502468
23,0.0046674144
24,0.0043623396
25,0.004189982
26,0.0040466073
27,0.00400359
28,0.0036043818
29,0.0033313797
30,0.0030793215
31,0.0030326033
32,0.0029275042
33,0.0028215582
34,0.0027822785
35,0.002712416
36,0.0024310525
37,0.0024109152
38,0.0023541423
39,0.002273908
40,0.0022323339
41,0.0022000417
42,0.002127166
43,0.0020371084
44,0.0019997864
45,0.0019694516
46,0.0019652753
47,0.0019367487
48,0.0019008534
49,0.0018853906
50,0.001884752
51,0.0017020404
52,0.0016701669
53,0.0016321974
54,0.0016153946
55,0.0015789889
56,0.0015614235
57,0.0015275448
58,0.001497721
59,0.0014359162
60,0.0013931975
61,0.0013617558
62,0.0013187294
63,0.0012924616
64,0.0012546851
65,0.0012242344
66,0.0011942708
67,0.0011915995
68,0.0011642271
69,0.0011424065
70,0.0011016988
71,0.0010626616
72,0.0010179318
73,0.000927895
74,0.00090128114
75,0.00089856214
76,0.00088595034
77,0.0008789123
78,0.0008461217
79,0.00083531626
80,0.00079905003
81,0.0007917035
82,0.00077224243
83,0.00074526254
84,0.0007367064
85,0.0007336575
86,0.00073040207
87,0.0007259248
88,0.00071996666
89,0.00069472165
90,0.00069314585
91,0.0006808685
92,0.0006752126
93,0.0006583037
94,0.00064729206
95,0.0006353629
96,0.0006192523
97,0.00060945074
98,0.0006005456
99,0.00059922365
